,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,FormalEducation,CompensationAmount,CompensationCurrency,exchangeRate,CompensationAmountExanged
1962,Male,France,25.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Scala,Master's degree,45000,EUR,1.195826,53812.170000000006
1965,Male,Spain,35.0,Employed full-time,Yes,Researcher,"Employed by company that makes advanced analytic software,Employed by government",C/C++/C#,Doctoral degree,40000,EUR,1.195826,47833.04
1969,Male,Russia,31.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Master's degree,1100,USD,1.0,1100.0
1972,Male,Hungary,30.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,R,Master's degree,3840000,HUF,0.003896,14960.640000000001
1974,Male,Norway,25.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Master's degree,620000,NOK,0.127502,79051.24
1975,Male,United Kingdom,35.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics",SQL,Bachelor's degree,50000,GBP,1.324188,66209.4
1979,Male,United States,24.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",R,Bachelor's degree,75000,USD,1.0,75000.0
1983,Male,Russia,27.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,Python,Professional degree,1820000,RUB,0.017402,31671.640000000003
1987,Male,United Kingdom,24.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Master's degree,50000,GBP,1.324188,66209.4
1989,Male,India,32.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Bachelor's degree,1200000,INR,0.01562,18744.0
1990,Male,France,51.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Doctoral degree,63000,EUR,1.195826,75337.038
1991,Male,Canada,49.0,Employed full-time,Yes,Programmer,Employed by company that makes advanced analytic software,Python,Master's degree,173000,CAD,0.823688,142498.024
1993,Male,Belgium,32.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Master's degree,8000,EUR,1.195826,9566.608
1999,Male,Russia,22.0,Employed full-time,Yes,Predictive Modeler,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,30000,RUB,0.017402,522.0600000000001
2001,Male,India,27.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,1150000,INR,0.01562,17963.0
2005,Male,Spain,27.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,,Master's degree,35000,EUR,1.195826,41853.91
2012,Male,Canada,26.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Bachelor's degree,160000,USD,1.0,160000.0
2018,Male,Denmark,38.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,R,Doctoral degree,80000,EUR,1.195826,95666.08
2019,Male,Germany,44.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,I did not complete any formal education past high school,150000,EUR,1.195826,179373.9
2020,Male,India,26.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Bachelor's degree,720000,INR,0.01562,11246.4
2022,Female,India,28.0,Employed full-time,Yes,Researcher,Employed by professional services/consulting firm,Python,Master's degree,1000000,INR,0.01562,15620.0
2023,Male,Singapore,30.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by government,Python,Bachelor's degree,78300,SGD,0.742589,58144.718700000005
2024,Male,India,55.0,Employed full-time,Yes,Programmer,Employed by company that makes advanced analytic software,Other,I did not complete any formal education past high school,0,INR,0.01562,0.0
2030,Male,India,22.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,R,Bachelor's degree,310000,INR,0.01562,4842.2
2035,Male,Other,29.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Master's degree,42000,EUR,1.195826,50224.692
2036,Male,Netherlands,34.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,Python,Master's degree,96000,EUR,1.195826,114799.296
2037,Male,Hungary,38.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,R,Master's degree,5000000,HUF,0.003896,19480.0
2038,Male,India,26.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,1200000,INR,0.01562,18744.0
2041,Male,United States,27.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,88500,USD,1.0,88500.0
2044,Male,Pakistan,27.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,Python,Master's degree,15000,USD,1.0,15000.0
2045,Male,India,28.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Bachelor's degree,300000,INR,0.01562,4686.0
2048,Male,India,29.0,Employed full-time,Yes,Other,Employed by a company that performs advanced analytics,Python,Bachelor's degree,4000000,INR,0.01562,62480.0
2052,Male,Norway,37.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,900000,NOK,0.127502,114751.8
2053,Male,France,30.0,Employed full-time,Yes,Machine Learning Engineer,Employed by professional services/consulting firm,Matlab,Doctoral degree,68000,EUR,1.195826,81316.168
2055,Male,Other,27.0,Employed full-time,Yes,Statistician,Employed by a company that doesn't perform advanced analytics,R,Master's degree,40000000,UGX,0.000278,11120.0
2061,Male,Russia,29.0,Employed full-time,Yes,Other,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics",R,Master's degree,52000,USD,1.0,52000.0
2062,Female,South Africa,25.0,Employed full-time,Yes,Researcher,Employed by professional services/consulting firm,Python,Bachelor's degree,472000,ZAR,0.077002,36344.944
2064,Female,Belarus,22.0,Employed full-time,Yes,Data Scientist,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Master's degree,10800,USD,1.0,10800.0
2065,Male,Other,27.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Bachelor's degree,52000,EUR,1.195826,62182.952000000005
2071,Male,Finland,38.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,80000,EUR,1.195826,95666.08
2073,Male,France,35.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,50000,EUR,1.195826,59791.3
2074,Male,China,33.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Master's degree,1000000,CNY,0.153,153000.0
2076,Male,Nigeria,28.0,Employed full-time,Yes,Data Analyst,Employed by non-profit or NGO,Python,Master's degree,100000,NGN,0.002788,278.8
2078,Male,Denmark,34.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Doctoral degree,600000,DKK,0.16073,96438.0
2079,Female,Italy,27.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,R,Master's degree,34000,EUR,1.195826,40658.084
2083,Male,Ireland,32.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,R,Master's degree,110000,EUR,1.195826,131540.86000000002
2084,Male,Ukraine,23.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,650,EUR,1.195826,777.2869000000001
2086,Male,United Kingdom,32.0,Employed full-time,Yes,Data Scientist,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Doctoral degree,65000,GBP,1.324188,86072.22
2088,Male,France,30.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,50000,EUR,1.195826,59791.3
2089,Male,Sweden,50.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,700000,SEK,0.125204,87642.8
2090,Male,Japan,59.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Doctoral degree,6000000,JPY,0.009108,54648.0
2092,Male,India,24.0,Employed full-time,Yes,Data Scientist,"Employed by a company that performs advanced analytics,Employed by a company that doesn't perform advanced analytics",R,Master's degree,750000,INR,0.01562,11715.0
2096,Male,Germany,32.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,R,Doctoral degree,15000,EUR,1.195826,17937.39
2097,Male,United States,32.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Doctoral degree,155000,USD,1.0,155000.0
2100,Male,Netherlands,30.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Doctoral degree,65000,EUR,1.195826,77728.69
2101,Male,France,27.0,Employed full-time,Yes,Researcher,Employed by college or university,,Doctoral degree,24000,EUR,1.195826,28699.824
2105,Male,Other,29.0,Employed full-time,Yes,Data Analyst,Employed by non-profit or NGO,Matlab,Master's degree,550000,THB,0.030192,16605.6
2111,Male,Poland,30.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,R,Master's degree,84000,PLN,0.281104,23612.736
2112,Male,South Africa,31.0,Employed full-time,Yes,Scientist/Researcher,Employed by government,Python,Doctoral degree,550000,ZAR,0.077002,42351.1
2114,Male,United Kingdom,38.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,53000,GBP,1.324188,70181.96399999999
2115,Male,India,26.0,Employed full-time,Yes,Machine Learning Engineer,Employed by company that makes advanced analytic software,Python,Bachelor's degree,1400000,INR,0.01562,21868.0
2117,Male,Belgium,35.0,Employed full-time,Yes,Computer Scientist,Employed by college or university,Matlab,Master's degree,48000,EUR,1.195826,57399.648
2123,Male,India,27.0,Employed full-time,Yes,Engineer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,800000,INR,0.01562,12496.0
2129,Female,Italy,25.0,Employed full-time,Yes,Data Scientist,Employed by college or university,Python,Master's degree,1000,EUR,1.195826,1195.826
2130,Male,Germany,43.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,Python,Doctoral degree,170000,EUR,1.195826,203290.42
2135,Male,Singapore,25.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Master's degree,65000,SGD,0.742589,48268.285
2139,Male,Greece,45.0,Employed full-time,Yes,Other,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Java,Doctoral degree,91500,EUR,1.195826,109418.079
2141,Male,Singapore,33.0,Employed full-time,Yes,Computer Scientist,Employed by college or university,C/C++/C#,Doctoral degree,80000,SGD,0.742589,59407.12
2150,Male,Spain,29.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Matlab,Doctoral degree,25000,EUR,1.195826,29895.65
2157,Male,Russia,24.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,1800000,RUB,0.017402,31323.600000000002
2162,Male,Other,33.0,Employed full-time,Yes,Scientist/Researcher,Employed by a company that doesn't perform advanced analytics,Python,Doctoral degree,38000,EUR,1.195826,45441.388
2163,Male,Denmark,30.0,Employed full-time,Yes,Business Analyst,Employed by government,R,Master's degree,450000,DKK,0.16073,72328.5
2166,Male,Italy,26.0,Employed full-time,Yes,Other,Employed by college or university,R,Doctoral degree,12000,EUR,1.195826,14349.912
2167,Female,Other,29.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Master's degree,34500,EUR,1.195826,41255.997
2169,Male,Other,28.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,Python,Master's degree,558000,THB,0.030192,16847.136
2171,Male,Czech Republic,25.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,288000,CZK,0.04582,13196.16
2172,Female,Israel,31.0,Employed full-time,Yes,Data Scientist,"Employed by college or university,Employed by a company that performs advanced analytics",Python,Doctoral degree,40000,USD,1.0,40000.0
2177,Male,Italy,26.0,Employed full-time,Yes,Engineer,Employed by company that makes advanced analytic software,Python,Master's degree,12000,EUR,1.195826,14349.912
2180,Female,Russia,21.0,Employed full-time,Yes,Data Scientist,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,I did not complete any formal education past high school,540000,RUB,0.017402,9397.08
